user,friend
321386359,3167658465
321386359,3803479601
2810188071,1160148526
4030798150,3770864710
4030798150,67249956
3511155378,1377253602
1191714842,2008761267
3191592351,2763959582
3191592351,2345460195
3117046697,533051511
1666085128,4236494
1666085128,1875891307
4232243965,1724694030
2676225924,2040340167
3505511916,3626676306
3505511916,981252249
3505511916,267902048
3505511916,156603823
3505511916,331502829
547259551,881544435
547259551,2501280523
786776836,3036141956
786776836,3231004341
786776836,2062977016
639409951,3621549603
639409951,1349230619
2411451936,1761058217
2411451936,28806872
3680140922,3726154528
2833011810,3626676306
2833011810,2260760754
2833011810,1037260580
2833011810,240018991
2833011810,331502829
2500150280,1757951758
2325340243,331502829
3591151863,1107615001
3591151863,1728055600
508837021,1197154185
508837021,738525400
1386311924,2761832946
1474775097,91139927
1109825061,2644859372
761616937,1525918364
4140744216,3442212683
3199368063,1177603447
2176419410,2893327845
3151272434,3394779937
3987610774,1152125988
2764881224,3676872343
2764881224,3258220935
203050907,3930161610
551538117,1166204486
551538117,1735204308
551538117,2791418962
2774351000,4115365036
2774351000,1615303306
2191468400,2692979972
2962003608,2127416756
2962003608,3642118045
158531231,2892947506
599144899,3167658465
4138013784,3833491880
2692979972,3043278753
2692979972,2191468400
2692979972,2836886911
2692979972,967361915
2692979972,3751635372
4103923906,2473747678
1131940169,2962725194
1131940169,1856999246
1131940169,533051511
1555879260,3442212683
1555879260,3261632504
1555879260,3616798795
1555879260,631446479
631446479,3616798795
631446479,1555879260
631446479,3442212683
631446479,3261632504
2723513568,2408246939
2723513568,1093568005
1844741381,2815688436
1844741381,3394779937
3725766398,825875823
803166736,3198823658
2116203935,1134784132
3434508639,1679420385
1754474767,91139927
508282809,2817061625
508282809,4179324570
3041198590,3866177358
3041198590,1452633375
1959500556,2467706552
256692717,1023717643
256692717,2807567247
256692717,3843287866
256692717,1345896548
256692717,3891396601
3770864710,4030798150
3770864710,2223714757
3770864710,383587770
3770864710,532589341
3502990892,1039126403
3502990892,2199467633
3186268838,3813354209
221442949,608372256
988213942,3799854455
2217177799,98054194
2624413719,4119250454
2624413719,35629376
283716061,2202271093
283716061,981252249
283716061,1044598291
299446963,712040216
2010045207,809834239
2010045207,2467980416
1328697582,1761058217
1328697582,1240674478
2949537983,3943175229
2949537983,1104375072
2949537983,567820539
988160405,3724535659
988160405,1055981550
532589341,900897870
532589341,3770864710
555631167,1076497247
555631167,1221420614
1748492203,45139176
1748492203,1761058217
2979487597,2823307221
3910177999,2560745948
3910177999,3187292148
3693095617,3721561384
1122537977,3979775182
307071731,1560565543
307071731,2290297293
2062977016,786776836
2062977016,3348417635
4125376571,568409249
1952293169,3071093998
1177603447,2916716118
1177603447,3199368063
3221482892,3325600533
1309915074,1038432983
82610705,2196432988
552316934,2963121670
3138635490,1625052108
3138635490,2849010050
3138635490,2903662804
3138635490,2771438232
383587770,3770864710
925172794,35629376
486162423,1857390350
486162423,2415400273
486162423,1017536864
486162423,826927178
486162423,3145229913
73288922,1941314046
1339315323,4244109605
1821206755,1567970024
3850128249,1615717851
1463808662,1507678209
1491636315,1169270868
1289434141,4122483286
2102662137,352769719
1949443459,1404395751
1949443459,3436715440
4109397627,1484078818
3986539301,171842881
1210062900,3257224121
1210062900,38974975
1568770334,451317840
973677184,1354205322
973677184,3930161610
2452785645,2282893903
2452785645,604530209
2452785645,3810123859
2980440229,439366650
4122483286,1289434141
1788141082,2669808667
3279257076,3810123859
3279257076,905852095
66260844,1662308136
66260844,4236087068
1169783448,1680807465
1169783448,1595465532
1859726822,4246728549
1859726822,2329755329
1859726822,4165482530
3257224121,964581027
3257224121,1210062900
589091561,2461816241
589091561,763694881
589091561,2633145288
3810123859,2452785645
3810123859,3548820422
3810123859,3279257076
3810123859,4124005270
3810123859,3719575513
3810123859,1772941037
3492585943,883237232
2298623317,4036343234
2501280523,439366650
2501280523,2260760754
2501280523,1160667975
2501280523,547259551
2501280523,1044598291
2501280523,3903245015
2890295436,500857618
2890295436,1774655165
2874765790,915098649
2874765790,648931301
2874765790,1037260580
1735204308,551538117
1107746429,3833491880
1107746429,236194065
3515391844,3814621161
3515391844,3365642090
3515391844,2356937947
2419536569,3294080054
2419536569,2496550100
26389537,3861090052
26389537,964581027
26389537,3663559651
26389537,2559434877
107783241,2903662804
107783241,2771438232
3442212683,3799386472
3442212683,3616798795
3442212683,1555879260
3442212683,995603012
3442212683,1545906782
3442212683,4140744216
3442212683,3261632504
3442212683,631446479
3442212683,649114603
964581027,26389537
964581027,3663559651
964581027,2448969855
964581027,2023976924
964581027,3257224121
964581027,3898478698
1941314046,73288922
1941314046,1579613783
4124005270,2153152806
4124005270,3810123859
4124005270,1772941037
898918449,3799386472
2807567247,256692717
2807567247,23170479
969572676,3391264132
969572676,398134674
183275855,2356937947
183275855,4198845543
3893362486,38974975
43026617,3909997753
1803816912,568409249
1803816912,1948945052
2560745948,4133514703
2560745948,3910177999
2560745948,447504709
2815688436,1844741381
393817534,240018991
2787327616,3182595870
120053518,569826712
4239920443,3835637004
3311830643,1856999246
1126868438,1747471686
522776668,3460014666
522776668,2545657612
4070008434,3833637800
1452633375,3041198590
2193664477,3368619983
812299615,2946269473
812299615,2659357596
812299615,3622262372
812299615,825875823
812299615,38974975
4119250454,2624413719
4119250454,1535643599
2860912043,3724535659
2559434877,26389537
2559434877,1101021964
2328301807,1767855106
2328301807,1304321680
2328301807,483332100
1221420614,1741814612
1221420614,555631167
1221420614,3258220935
3555641932,3987610774
4236087068,66260844
2023721073,2792856754
3930161610,1354205322
3930161610,203050907
3930161610,973677184
1130900979,178517662
1130900979,1053832375
3406478396,1301544506
3182595870,2787327616
881544435,547259551
96542289,2393365897
2496837007,3646961870
2496837007,4199616576
3415673411,2378571713
3294080054,2496550100
3294080054,2419536569
5574997,533051511
2458053629,2614389627
2892947506,1857390350
2892947506,2257286686
2892947506,2345460195
2892947506,158531231
1651844876,825875823
673356819,2399006053
4168402703,4151484001
331982192,1236336671
197704997,4120847672
2817061625,508282809
2817061625,4179324570
3891396601,256692717
3891396601,2416484731
2260760754,2501280523
2260760754,1044598291
2260760754,2833011810
2260760754,2199467633
2033574675,1236336671
826927178,486162423
828445240,3169024744
178517662,568409249
178517662,1130900979
1772941037,4124005270
1772941037,3719575513
1772941037,3810123859
1535643599,4119250454
1535643599,4145252615
1856999246,3311830643
1856999246,439366650
1856999246,1039126403
1856999246,1560565543
1856999246,2156846040
1856999246,1131940169
649114603,3442212683
649114603,3799386472
381155306,871177088
1954960931,4036343234
2464597212,2903662804
2464597212,1912698965
4054029300,3084096535
1931485787,3930126543
4244109605,1339315323
4244109605,2243396544
395811323,2630238456
1287353407,4026562594
2134808475,916547437
4042546595,2903662804
4042546595,1625052108
3410532659,1197154185
4198845543,183275855
423256429,3292395061
423256429,533051511
2614389627,1875891307
2614389627,2458053629
1093568005,2723513568
4165482530,327414596
4165482530,1774252774
4165482530,1859726822
4165482530,38974975
2633145288,2721011967
2633145288,1055981550
2633145288,589091561
2633145288,3838242688
306422496,2153152806
1044598291,283716061
1044598291,2260760754
1044598291,2501280523
3641159022,2940917694
3641159022,81458678
3641159022,1344492095
3061307316,4079159663
531967718,3719575513
2517213950,187910813
2517213950,204568422
2517213950,2415400273
2517213950,3290663177
2517213950,384932005
3365445357,2074086523
3365445357,2153152806
2893327845,2176419410
3554343310,836628838
2600681841,715159059
2600681841,23170479
2667370728,3941958556
2667370728,1377253602
2415400273,486162423
2415400273,1614494381
2415400273,2517213950
1076497247,555631167
2841225823,4175659797
2841225823,689961313
447504709,4133514703
447504709,2560745948
447504709,2194245277
500857618,2890295436
1967689783,4137863751
2448969855,964581027
453809966,2033945746
2326237915,1560565543
1072368701,1168909050
3903245015,496936219
3903245015,2501280523
2489551967,2946269473
398134674,969572676
398134674,3282509573
1240674478,1328697582
3261632504,3442212683
3261632504,3616798795
3261632504,631446479
3261632504,1555879260
2458429643,2458068456
2458429643,709445936
2744115938,3823320698
2744115938,282914818
3548820422,1595465532
3548820422,2153152806
3548820422,1680807465
3548820422,1101021964
3548820422,3810123859
156603823,3505511916
156603823,1037260580
156603823,3724535659
156603823,2238460219
2255113076,1834669948
2878084097,985245482
2878084097,45139176
439316726,2630238456
280410144,1948945052
3726154528,3680140922
3726154528,1783276120
2583651606,2563679078
2849010050,1625052108
2849010050,3138635490
2849010050,3835637004
2849010050,2903662804
2849010050,2771438232
41934198,1996678705
3530946278,3631889944
3530946278,2713603391
3530946278,2436389418
3410667855,3368369538
3074133478,2071842684
15469418,1732120655
15469418,364700925
1652448351,4137863751
2105508317,4030798150
2105508317,2223714757
2105508317,1923507186
132341149,3681459280
3282950773,3036141956
2669808667,2202271093
2669808667,1669178531
2669808667,2643058163
2669808667,3500240032
2669808667,1788141082
2669808667,1676582816
3719575513,4269216118
3719575513,3843287866
3719575513,531967718
3719575513,4098096768
3719575513,3669048335
3719575513,3810123859
3719575513,1772941037
3813354209,3186268838
2644859372,2694023881
2644859372,1109825061
3657335672,981252249
1301544506,3406478396
3614812788,2803741841
3614812788,327414596
3721561384,3325600533
3721561384,3693095617
2251800772,4185115186
263599897,4055395044
3365349866,613747359
2416484731,1044078286
2416484731,3891396601
2461816241,589091561
1354205322,973677184
1354205322,3930161610
3811264923,1528359455
3811264923,2677559053
3210719423,2712853779
3979775182,1122537977
3814621161,3365642090
3814621161,3515391844
4176403253,1170938005
3290663177,2517213950
1815721382,3803479601
1815721382,2321074684
1815721382,321386359
414832767,1079339663
439366650,2980440229
439366650,1856999246
439366650,2501280523
545289514,14411090
3834655845,1079339663
4272342830,533051511
2721011967,2633145288
2129920319,533051511
2713603391,882525479
2713603391,3530946278
2713603391,3631889944
3041705231,3221698850
3838242688,2633145288
3838242688,533051511
2329755329,1859726822
217443195,1725995841
2330978075,2022308068
981252249,3657335672
981252249,283716061
981252249,3505511916
4120847672,3325600533
4120847672,197704997
2836886911,2692979972
2836886911,990496397
915098649,2256989025
915098649,1039126403
915098649,3556981605
915098649,2199467633
915098649,1541564886
915098649,3282509573
915098649,333508463
895925498,2231607096
895925498,1842145373
895925498,1553019839
895925498,2473747678
895925498,2803741841
4115365036,2774351000
4115365036,439279583
1055981550,1598750229
1055981550,630652349
1055981550,988160405
1055981550,2633145288
2399006053,673356819
1614494381,2415400273
2777195317,206173756
1184737011,2845673972
2231607096,895925498
2231607096,1553019839
3621549603,1349230619
3621549603,3297493554
3621549603,639409951
3292395061,712040216
3292395061,423256429
917421982,3548214416
1553019839,895925498
1553019839,1783276120
1553019839,3505202339
1553019839,127904873
1553019839,1832146052
1553019839,2231607096
1553019839,4101515763
1553019839,3261647162
1637039865,2048999821
2408246939,2824647204
2408246939,2723513568
3521411736,581584739
3169024744,828445240
2388007096,168764910
2388007096,3198801990
2388007096,2436252940
14411090,545289514
2194245277,458848274
2194245277,447504709
1560565543,2071842684
1560565543,1856999246
1560565543,2326237915
1560565543,307071731
1336647234,3956887319
533192042,681010476
282487230,1933513142
282487230,516841937
335269852,2925400415
451317840,1568770334
3080858756,681010476
3080858756,3685921102
3663559651,26389537
3663559651,964581027
458848274,2194245277
3368369538,3410667855
4024053152,3188496109
4024053152,533051511
4024053152,1575376083
2916716118,1177603447
4188511767,2290297293
635462786,1230559341
4026562594,1287353407
187910813,2517213950
4262496040,1525918364
4262496040,1452056386
4262496040,3469589500
2040340167,3787931088
2040340167,2676225924
2962725194,1131940169
2962725194,2202271093
2962725194,2256989025
4098096768,3719575513
4098096768,905852095
272886293,3527940337
1669178531,1038182690
1669178531,2669808667
2197210107,1027766032
2984260178,3043291654
1545906782,3442212683
310296684,97374877
310296684,840865386
310296684,1707278925
310296684,1935452377
2243065045,393035612
604530209,2452785645
604530209,986039272
871177088,381155306
3221698850,3041705231
1757951758,2500150280
1575376083,4024053152
1953913885,4185115186
4081761804,320000323
1567970024,1821206755
1567970024,168764910
4246728549,1859726822
1027766032,2197210107
1774252774,4165482530
1345896548,256692717
1345896548,3261647162
1707278925,97374877
1707278925,840865386
1707278925,1935452377
1707278925,310296684
900679620,1676582816
3626676306,2833011810
3626676306,3505511916
3626676306,1541564886
1680807465,2153152806
1680807465,3548820422
1680807465,1169783448
1680807465,568409249
648931301,1541564886
648931301,2874765790
1115249498,3890676452
1104038607,616227847
2722906127,1711604959
3357905099,204568422
2196432988,82610705
2148913954,1221271987
2148913954,3842862938
3071093998,1952293169
2763959582,3191592351
2763959582,2766172404
2212184935,880096064
2212184935,2971889961
2823307221,2979487597
3972581484,2424565945
3972581484,3389773360
1433939064,3172450732
1433939064,880096064
2342474285,3162849104
2316950688,4020164258
2316950688,1008893291
1190190812,3315282129
2796038131,3956887319
3436715440,1949443459
458097400,1107615001
1525918364,245442083
1525918364,1452056386
1525918364,4262496040
1525918364,761616937
694221975,2312878118
1287850161,2501052021
2256989025,2962725194
2256989025,2202271093
2256989025,915098649
3186577794,2679652649
1169270868,1491636315
3145229913,486162423
1377253602,3511155378
1377253602,2667370728
4175659797,2841225823
4175659797,689961313
2946269473,812299615
2946269473,3052191172
2946269473,2489551967
499079668,3507534894
499079668,336493147
1948945052,280410144
1948945052,1803816912
3368619983,2193664477
1965944390,2593432040
1965944390,2818464367
2328965162,533051511
2081059890,3826739942
2496550100,3294080054
2496550100,2223714757
2496550100,2419536569
1619040661,4145252615
2771438232,1625052108
2771438232,2849010050
2771438232,3138635490
2771438232,3835637004
2771438232,2903662804
2771438232,107783241
602551909,2071842684
1008893291,2316950688
1008893291,351713549
581584739,3521411736
1717882536,882525479
20041353,2567514456
2824647204,2408246939
1842145373,895925498
2326463380,2164973127
990496397,2836886911
1857390350,2892947506
1857390350,2345460195
1857390350,486162423
1724694030,4232243965
4107349498,1767855106
97374877,310296684
97374877,840865386
97374877,1935452377
97374877,1707278925
1038182690,1669178531
1038182690,3617843828
486871070,3867241412
486871070,3427263623
4276320842,2680823346
4101515763,1553019839
2544817539,327414596
763694881,589091561
825875823,3036141956
825875823,1651844876
825875823,812299615
825875823,1227484684
825875823,1783276120
825875823,3167658465
825875823,3725766398
236194065,1107746429
236194065,1809934947
1011223331,419456233
2187324082,2153152806
2187324082,1540524189
1107615001,458097400
1107615001,3591151863
1344492095,3641159022
1344492095,81458678
1344492095,2940917694
3934266336,736262792
1662308136,66260844
333508463,770526360
333508463,915098649
2056142684,3096870348
2056142684,3198823658
1168909050,1072368701
840865386,97374877
840865386,1707278925
840865386,310296684
689961313,2841225823
689961313,4175659797
905852095,3279257076
905852095,4098096768
905852095,3669048335
905852095,569826712
2536109970,1482478167
708262477,3348417635
4079159663,3061307316
245442083,1525918364
245442083,3464554032
3258220935,2764881224
3258220935,1221420614
3823320698,2744115938
3823320698,282914818
3956887319,1336647234
3956887319,2796038131
204568422,2517213950
204568422,3357905099
91139927,1754474767
91139927,1474775097
1044078286,2416484731
331502829,403467810
331502829,2962725194
331502829,3505511916
331502829,2325340243
331502829,2833011810
3162849104,2342474285
3188496109,4024053152
2914443596,1462984861
1171363794,326930040
2680823346,893322374
2680823346,4276320842
533051511,4272342830
533051511,3291092348
533051511,3459927853
533051511,1711604959
533051511,1160667975
533051511,3117046697
533051511,2129920319
533051511,1131940169
533051511,5574997
533051511,3838242688
533051511,2328965162
533051511,4024053152
1482478167,2536109970
1160148526,2810188071
496936219,3903245015
3261647162,1553019839
3261647162,1345896548
199379035,2153152806
147852768,3037654114
2940917694,3641159022
2940917694,81458678
2940917694,1344492095
67249956,4136285322
67249956,4030798150
67249956,2223714757
613747359,3365349866
1227484684,825875823
1227484684,1233774081
1053832375,568409249
1053832375,1130900979
4036343234,651240040
4036343234,1954960931
4036343234,2298623317
3394779937,1844741381
3394779937,3151272434
393035612,3986193980
393035612,2243065045
393035612,2884249863
985245482,2878084097
