user,event
254306319,371746452
255311196,1455342959
256692717,2130616732
256692717,2643833505
261990895,745914541
261990895,3111155015
261990895,2270458671
261990895,1306613841
261990895,125067550
261990895,3542075399
261990895,2815171271
261990895,4101549335
261990895,1630022509
261990895,3320505228
263599897,719337372
265142861,2901172638
265142861,1361358532
265142861,1564617242
265142861,4099353109
265682801,3634298859
265682801,2102453106
265682801,2415873572
265682801,4002891827
265682801,1310511988
265682801,751749751
265682801,1853948415
265682801,4238847438
265682801,2565498979
267902048,910169576
272165392,501560870
272886293,955398943
272886293,1390707377
272886293,2529072432
272886293,1600413013
272886293,3655295959
272886293,2237504401
275264384,3915796357
275264384,3216974136
275264384,1306257783
275264384,4014695040
275264384,1341191313
275264384,762391043
275264384,181219102
275264384,973265170
279323206,3776957253
279323206,2149464820
279699155,738179988
280410144,1600413013
280410144,3735036412
280410144,3275248026
280995052,3361245766
282487230,2407176743
282487230,3843341515
282487230,4128790213
282487230,3207630269
282914818,1816813281
283716061,3849306291
286293491,3171704410
292322045,4140154751
292529766,3712732153
294167146,4041609284
296126900,955398943
296271448,342284187
299446963,952519340
304983697,1133385189
304983697,1241270051
304983697,3158637961
304983697,2828912555
305160382,2428305873
305160382,1267918307
305160382,1404500601
306153925,2477995738
306422496,2529072432
306422496,1600413013
306422496,955398943
306422496,771676713
306422496,1361307272
306422496,602394192
307071731,1076364848
307271704,3498692897
309131167,955398943
310296684,635799819
310296684,1841503354
310296684,154173769
310846555,126497153
314484928,2917794701
320000323,2963760335
321386359,645163767
322814221,4105510328
326930040,973619334
326930040,678242184
327414596,2133183406
327414596,1600413013
327414596,2529072432
327414596,1361307272
327414596,2039358442
328922601,1262217378
331502829,2442660214
331982192,3776957253
333508463,1076364848
335269852,1205670273
335269852,3972241879
336493147,1071371108
336493147,221202458
336493147,100652122
336493147,3856450292
336493147,2281874957
336493147,1173255704
338395830,938161513
338395830,2764878573
341641838,2539026679
344313409,2303466552
344906444,1600413013
344906444,2173952737
350964414,3862634099
350964414,655157595
350964414,1749797086
350964414,3150166466
351313256,2490233992
351313256,3710884082
351313256,460112184
351713549,1143203761
351801772,2101852818
351801772,1709219406
351801772,3382118918
352769719,2237079226
352769719,955398943
352769719,950733415
352769719,4259189014
352769719,3276213471
354026608,3515877913
354974889,1997474791
358368837,3835917768
358368837,1114350408
358368837,1110231970
358368837,3418415418
358368837,1769487166
358368837,1699663431
363257522,4089322861
363577443,355160690
364700925,4098955585
364700925,4194316975
364700925,1926323783
364700925,1343845939
364700925,3276213471
366365683,613942852
366365683,2843312746
366365683,1294433853
366365683,2490258514
373631588,641950279
374464774,1228413502
374950100,2606923091
374950100,1834446103
374950100,3216974136
377835263,2639332741
379327893,617227257
379327893,1631952362
379327893,1105080022
381155306,1488068589
382550204,2036720107
383523902,1528500344
383587770,3509100603
384269001,2152454837
384269001,2409266493
384932005,821546192
386145959,937369584
386145959,804483110
386145959,2715282469
392706219,1517264651
392706219,3581275802
392706219,1525503113
393035612,645128809
393817534,638892748
395305791,3139200527
395305791,1785998532
395811323,1076364848
396929851,3613872232
397493741,1390707377
398134674,910169576
403467810,2498491194
403467810,910169576
411205694,2498491194
411622998,3440289078
413292015,2522645669
413881487,2580858981
414832767,4125532989
419456233,3809972731
419456233,2488820817
419456233,741936389
419456233,2989906553
419456233,3096327312
419456233,4198728308
419778061,2529072432
422002690,2588804869
422002690,3119357029
422002690,1850381877
422699736,955398943
423256429,243898074
427369081,750506418
427471768,2039358442
427471768,771676713
429489211,633659090
429489211,907302600
431015679,3934491209
436392678,1151525474
437050836,1346069916
439279583,3808625328
439279583,1506044723
439316726,4227005710
439366650,952519340
439507113,3288255289
441103517,955398943
441103517,2529072432
441103517,4193610911
441391794,1076364848
443655774,1134192019
443931185,965748273
443931185,2454980175
445442743,2936735895
447244169,2493324415
447244169,734267487
447244169,3176850745
447244169,2596086831
447504709,612496662
451317840,1185540477
453809966,719337372
458097400,3651171375
458097400,3034533222
458097400,1390983489
458389001,74074378
458389001,1163018914
458848274,612496662
460608021,997929928
460608021,1969689654
460608021,1835656053
460608021,2018733266
460608021,2032864503
460608021,2251754801
460608021,2858902069
460608021,985580109
460608021,830994161
460608021,3853166763
460608021,2914997261
460608021,3254529235
460608021,4250931903
460608021,2742780288
460608021,3764071536
460608021,1534769877
460608021,2944185408
460608021,4058319046
466698547,2762356638
466698547,3118576636
467001379,3968107646
469837401,92434189
475620820,2052102737
476865227,488329448
479907067,1636589484
481236042,1047810173
483332100,3084168587
483332100,2599906667
483332100,407288007
486162423,2130616732
486162423,633659090
486162423,907302600
486162423,2643833505
486871070,3480624055
486884397,1065552764
486884397,915403718
486884397,2748209109
488389895,1488068589
489170488,3345858125
490500468,353933726
491263047,3395117104
491263047,1000481836
491792092,955398943
491792092,4137553369
492612031,126225732
495379217,3611379821
496936219,952519340
499079668,327075228
500857618,889355158
507847098,2529072432
508282809,98978060
508282809,919381911
508837021,1045343006
515567373,3619266504
516110926,3119717504
516110926,416330287
516110926,3491186803
516110926,1943679456
516110926,2528255053
516110926,4153748211
516110926,400433753
516110926,456705289
516110926,1342847040
516110926,2067723665
516110926,2977586904
516110926,3188235554
516110926,1304281836
516110926,1771863286
516110926,2803416473
516110926,990580500
516110926,2114371180
516110926,3030445347
516110926,689023473
516353916,1076364848
516841937,3170422433
517270916,3477624372
517270916,2962436572
517357553,3582327628
522776668,1371280659
522776668,2816742760
527523423,1974374931
528218683,2498491194
528289771,968459715
528289771,2442660214
528289771,2713053749
528289771,3670952162
528289771,2073609284
528810329,2563575913
531662584,3403115736
531967718,1532377761
531967718,955398943
531967718,2529072432
532589341,639862177
533051511,952519340
533192042,740269154
535350558,3632072502
540360566,628621130
544449933,2529072432
545289514,926605391
547259551,3503491290
550625442,3344442885
551538117,2153037761
552316934,4198728308
555384690,53057326
555631167,1426337764
564641393,2802832059
564641393,200612846
564641393,1332759137
567534910,1757362667
567820539,1717235731
567820539,1342732412
567820539,2485000087
568409249,1600413013
569536605,4253986436
569536605,1488068589
569536605,2325542576
569536605,1639958590
569826712,2529072432
570405433,2013891492
570405433,2321862754
571210795,1409394408
571210795,4198728308
571415268,1782440994
571415268,2970567256
576776993,3874696273
576776993,3417435200
576776993,1204268586
580008340,952519340
581584739,1844176380
584188387,1605098821
584188387,1726708048
584188387,887203538
588924229,1426337764
588924229,3161734222
588924229,3982727529
589091561,2096532900
589199943,719337372
591781953,74229557
593799836,2695471827
596044827,347682208
599144899,1532377761
601094182,3171398290
601094182,1463875601
601094182,2589273566
602317951,743289246
602551909,1076364848
603763318,639862177
604530209,771676713
604530209,1361307272
604530209,955398943
604530209,2529072432
605378672,2168006553
605903903,955398943
608310969,1532377761
608310969,2529072432
608310969,955398943
608372256,2763790767
609331956,3538439402
609630180,328896398
610133863,2153037761
610133863,3982727529
610133863,2793371951
610133863,3713495962
612098420,2097449752
613604753,196335814
613747359,1332759137
613747359,741936389
614599699,383607907
614599699,4203627753
616227847,4198399270
616227847,1900273727
618927177,1640004842
618927177,3538983527
618927177,2749997868
620032149,3860040039
620032149,872036582
620032149,2259070037
627948360,955398943
630652349,1406344701
631446479,1206747600
635462786,613942852
635462786,2872892494
635462786,3217775401
637505307,2824096896
639250885,2424637456
639409951,3277893314
641678389,2531947768
641836752,3868530854
641836752,101334227
642317092,45718516
642317092,678132679
642317092,4211366080
645414373,473346989
648931301,1190152428
649114603,2476460170
649114603,1672084151
651240040,1361307272
651240040,2529072432
651258472,2620915673
653909548,3831365201
653909548,1801766962
653909548,931943556
653909548,3444116390
653909548,578836029
653909548,1602727924
653909548,3068673644
653909548,3018072372
653909548,3270799775
655721325,4181313745
659158929,1578063348
659447721,1669597962
659725808,955398943
659725808,2822187055
661151794,1326595643
661151794,1043712341
661151794,3780075220
661151794,2268576153
661151794,3881506984
661656054,527070251
661656054,3630632197
661656054,3106536799
666534021,3413747696
673356819,4140154751
673356819,1914791953
677048573,889355158
677048573,757019021
677234912,991427858
680402144,2935869426
681010476,1597380017
681010476,152418051
681010476,1528500344
681315287,3413747696
682721107,955398943
682721107,2529072432
686015101,2345968214
686151443,3676836672
687313787,1255629030
687313787,1212947698
687313787,1488068589
687313787,2415873572
689225317,559618821
689961313,4063842421
691831024,1902753965
691831024,1667438718
694221975,1141864640
694709965,2518430453
699877746,202787484
699877746,2442674090
699877746,1072889885
700438783,1076364848
700438783,268233790
700438783,3103100779
700438783,952519340
700438783,3776957253
700438783,2149464820
700438783,1203717384
708073241,754337333
708262477,2142755647
708262477,955398943
708262477,1600413013
709445936,581011119
712040216,1076364848
715159059,86502595
722675569,4208530995
723110955,1515297223
723110955,102026311
724483958,1268441808
724483958,2311647821
724978354,2415873572
724978354,2046473726
724978354,2795929444
724978354,3771702746
724978354,1784460112
724978354,4145684767
724978354,770278298
724978354,2249176184
724978354,2357122965
725162516,3842788897
725162516,1298679001
725162516,2579869852
728332848,388117170
732078356,1468984003
732078356,1133783494
732078356,2306874322
732078356,2340895720
732078356,1805938462
734292380,2806189562
736262792,843844488
736262792,1205670273
738324703,3677852886
738324703,3855652876
738324703,34564349
738324703,38825896
738324703,3084875554
738324703,162332756
738324703,667664881
738525400,3110363670
738525400,1644971908
738525400,1036106136
743008535,3461255917
743802819,3385943756
747578727,1812117472
749467696,3022508755
754938428,4128714692
761616937,633659090
761616937,955398943
761616937,907302600
761616937,2529072432
761616937,2643833505
762911677,3658522039
763143562,2107263424
763694881,3776957253
765240064,3809205963
769376177,4166625784
770526360,1076364848
770526360,516796945
776020237,952519340
777634122,287440303
785251375,2264041858
786776836,681990144
786776836,3830416827
792037916,3830416827
792037916,3875231517
792037916,2279381833
793834125,955398943
793842953,2380928091
793842953,3528426861
793842953,3914547760
794355051,2381844770
803166736,1076364848
803166736,1951611940
803991005,859794757
809834239,1527128646
809834239,1205670273
810608905,2113532094
810608905,776070223
811791433,1598694827
812299615,1205670273
814715283,1783683714
818241254,2608603914
818504714,326664129
825875823,221202458
825875823,807481523
826927178,3648914854
826927178,2529072432
826927178,221202458
826927178,1517488130
826927178,1689486051
826927178,1600413013
828445240,1876951633
830686203,2186351621
830686203,3341857073
830686203,3595722243
830686203,3173523505
836256116,3005548418
836628838,834360181
836628838,2153037761
840865386,1973916091
840865386,378308819
840865386,616825218
840865386,546889678
840865386,3126631984
840865386,2998372996
842198355,559618821
843843832,1761619035
848363602,2030801280
848363602,588161010
848363602,3395117104
848730816,1228296357
853658665,661619801
863771353,633272737
866032649,1561372104
866032649,1229195202
866032649,1607266075
866032649,816912378
869017322,1607711017
871177088,1589137785
871177088,1922203779
871177088,3480624055
873272013,3404987729
875145825,1471140446
875823959,3767960965
875823959,2224153099
875823959,1751377277
875823959,3035280807
876103013,3619281406
876103013,4153312619
876103013,3166241555
880096064,3399301092
881544435,3503491290
882525479,4194316975
883237232,2575303578
887085722,2529072432
891035674,4220792229
893322374,101017987
893322374,176471937
895925498,2643833505
895925498,955398943
895925498,2130616732
895925498,771676713
895967408,1010067902
898918449,3194641622
900679620,1816813281
900897870,825378558
900897870,3598553657
903486144,1628041141
903486144,2614611034
904520689,1313195291
905852095,1390707377
905852095,1600413013
905852095,714391510
905852095,719337372
905852095,1532377761
905852095,2529072432
905852095,955398943
906981127,741936389
910947719,807650421
910947719,1916422039
910947719,779051730
910947719,3272550779
912476748,2790605371
912476748,2683913641
913235409,955398943
914476369,1300718667
915098649,2498491194
916547437,2549322104
916547437,1270020700
917421982,1776393554
925172794,2828969498
931677473,3418014649
931677473,700041279
932480867,3116418543
932543338,2223895704
932543338,2017884656
934187073,909491317
934187073,4000643494
934187073,876692516
934187073,4248391618
943483502,1972417022
947750317,2153037761
948275186,1672427463
959300591,3267347122
962338748,3851466541
964581027,2611696870
964607716,2398192028
964607716,152418051
965181412,2020714090
967361915,1810772954
967988763,2434532267
967988763,3372609211
969572676,910169576
971079958,1191393757
971079958,1596190412
973677184,256643979
980272932,1460884517
980272932,2848205164
980272932,1077498346
981252249,1370289455
983894136,1600413013
983894136,3712976999
983894136,2802832059
983894136,955398943
985245482,353933726
985547042,1902753965
986039272,1361307272
986039272,955398943
986039272,771676713
986039272,2529072432
987701123,2844145532
988160405,1816813281
988160405,1203717384
988213942,907302600
988213942,797638314
988213942,2039358442
990116823,2020531758
990116823,3754239356
990116823,1733693317
990496397,3838044081
995603012,3006255100
995603012,134372956
996222490,290465119
996222490,1437816019
996222490,3980841936
1000293064,3429508261
1006838695,1896310801
1006838695,3480624055
1008893291,1356178708
1011223331,447738506
1016040879,1203717384
1016040879,3103100779
1016099896,3499428374
1016099896,4058829330
1016099896,1401946527
1017178142,4243588081
1017178142,3764710330
1017536864,2805037878
1017536864,3499428374
1017536864,199858305
1017536864,898889852
1017536864,3150441220
1017536864,2731716338
1017536864,1699663431
1018886228,602394192
1018886228,141747067
1018886228,955398943
1018886228,1600413013
1018886228,2529072432
1018886228,2520169151
1018886228,2610494844
1023714879,3302719635
1023717643,955398943
1023717643,719337372
1023717643,1390707377
1023717643,2529072432
1023717643,1532377761
1025593498,3965376459
1027250316,2824096896
1027766032,1611840162
1030441254,3698731704
1030441254,3319071521
1030441254,2743813328
1030441254,104607440
1030441254,3874363313
1030441254,727714452
1037260580,3849306291
1038182690,3005193781
1038432983,1145694713
1038432983,3106649251
1039126403,1076364848
1044078286,2529072432
1044598291,3103100779
1044598291,2149464820
1044598291,952519340
1044598291,1203717384
1044598291,1076364848
1044598291,1816813281
1047741032,3506737502
1048933817,910169576
1053832375,1600413013
1055981550,1076364848
1058920791,3353891431
1060557660,2870889809
1060557660,3925512770
1060747655,1180987071
1060747655,2677849552
1061545438,2013513606
1063337028,3273736995
1063337028,2181144698
1063337028,1488068589
1063393664,1332759137
1066906993,2922254733
1067164735,449812514
1067164735,1986487861
1067164735,3213813029
1067164735,2657070627
1067164735,1094725860
1067164735,1344083815
1067164735,3707599484
1067164735,1701861494
1067164735,1944950450
1067164735,73512801
1069507870,3509100603
1071319145,3601196821
1071319145,2071866215
1072041355,1731351853
1072368701,110357109
1073821707,861118590
1073831349,1462428678
1075126714,2091251917
1075126714,866512763
1075126714,1343107637
1075126714,4013025273
1075126714,530014408
1075126714,3986920873
1075126714,1669604733
1075126714,3542590909
1075126714,404584045
1075126714,3441655380
1075126714,1456576726
1075126714,633572331
1075375005,1243481310
1075504486,2153037761
1075504486,82114475
1076497247,3427445292
1076497247,2876154686
1079339663,4273169880
1079339663,2611645010
1079339663,2307226742
1079339663,1369208954
1080002133,1087635781
1085794659,889795193
1085794659,968240954
1085794659,3637245518
1090447281,3413747696
1091746693,1096627389
1093568005,1675237338
1101021964,955398943
1101021964,1600413013
1101602207,3277640596
1104038607,939765972
1104375072,1896349766
1107615001,1896664975
1107615001,251657645
1107615001,3078061160
1107746429,1205670273
1107746429,1370824124
1108471961,2814929505
1109682681,2093319113
1109682681,2782403445
1109825061,486982721
1109967945,1953216013
1114094430,3744997604
1115244043,3530385333
1115244043,2175816510
1115249498,332209679
1115249498,739705932
1115249498,401976348
1115249498,939064991
1115249498,2571012976
1116289197,3984337495
1117272184,3487833744
1117272184,2663939214
1117272184,1146909088
1117272184,4186433927
1120323401,1109129592
1122537977,1177314523
1123244794,1844176380
1123244794,1816813281
1123831146,2790605371
1123831146,152418051
1126868438,1170338316
1126868438,915403718
1126868438,1829799030
1127657981,1816813281
1130900979,4159897186
1130967213,2153037761
1131940169,952519340
1131940169,1076364848
1132746796,2413506174
1132746796,1267093350
1132746796,2114371180
1134784132,542538548
1143069903,1652875579
1143069903,2093319113
1144485498,1448086840
1148170980,952519340
1150230846,3951957899
1150230846,1294755971
1150230846,1645204489
1150230846,603768826
1150230846,363096366
1150230846,2895178379
1150601139,3831661369
1150601139,96890078
1150601139,1908645599
1150601139,2718812266
1152125988,1820029797
1152125988,4125420656
1152125988,966971643
1155485546,2498491194
1155485546,1816813281
1157924193,700247942
1159947871,3173314627
1160148526,2518909170
1160148526,3488082754
1160667975,3849306291
1160667975,952519340
1164338332,2917794701
1166204486,622003251
1166204486,4223848259
1168909050,152418051
1168909050,4125420656
1168909050,740269154
1169270868,2585193676
1169783448,1205670273
1170938005,1180987071
1170938005,569253671
1171363794,1521864785
1171363794,3281475758
1176550521,2130616732
1177603447,1341096506
1178274219,3980181155
1184737011,3920531792
1184737011,1852872937
1184895977,815371089
1190190812,4244463632
1191714842,1354053551
1191714842,140441656
1195601618,2444024386
1197154185,3383063101
1210062900,2311007113
1210062900,4058829330
1210853041,1356764145
1213367737,1737420203
1213744330,1955298811
1214006960,4273083332
1217122759,910169576
1221271987,2914345387
1221420614,899213418
1221420614,2278755941
1221420614,1520335024
1221420614,2053952798
1223566187,1556245473
1223566187,610652577
1227446685,4028072926
1227484684,2643833505
1228133573,952519340
1230559341,861118590
1232503863,1076364848
1232677153,3141008702
1232677153,834632568
1232677153,1975461401
1232677153,2287170527
1232677153,960296146
1232677153,3614248848
1232677153,636474096
1232677153,601084101
1232677153,3120788322
1232677153,2022854950
1232677153,1640673752
1232677153,2129255857
1232677153,1764411835
1232677153,2724269698
1232677153,3549479498
1233774081,955398943
1234792409,1294433853
1234792409,580186719
1235578437,2746848613
1236336671,1076364848
1236336671,1816813281
1239364869,2824096896
1240674478,2977770201
1258447015,1769089355
1264179509,228340462
1267593079,1589820024
1267593079,2804749662
1268093476,1138326567
1269478831,4231641706
1269478831,2153037761
1275857085,1832462541
1280283349,19658160
1287353407,1064770050
1287353407,1068825763
1287353407,1972854120
1287353407,2727714216
1287850161,45718516
1287850161,3335267883
1287950172,1269035551
1289232847,3021192688
1289434141,1650204537
1290399197,1080023839
1292184871,486447403
1292417817,1212947698
1295003824,3761092488
1296007357,2153037761
1296420014,2009645483
1296420014,1209358269
1298546667,2115491671
1299595690,1600413013
1299595690,955398943
1301544506,955398943
1301945337,2073609284
1301945337,2498491194
1301945337,3950589515
1301945337,1451401793
1302145719,1205670273
1304321680,2529072432
1304554072,2415319492
1304554072,3045891165
1308650192,1771863286
1309915074,1145694713
1309915074,3106649251
1309915074,1711316424
1312400822,4013357208
1313492534,2452904679
1315208123,3565166403
1315208123,1445028465
1315208123,955398943
1315208123,3938809089
1315208123,1532377761
1315208123,522741694
1315208123,2529072432
1315208123,3875231517
1318722285,986099040
1320034490,641427702
1320099877,3854862695
1320099877,13857128
1323529412,4064214056
1328287907,2662063526
1328287907,2011880656
1328697582,553125617
1330656870,952519340
1336647234,2643833505
1336647234,955398943
1336647234,797638314
1336647234,2130616732
1336647234,2691609942
1336647234,4156683850
1336647234,1935315082
1339315323,4040181802
1339643555,2325542576
1342752171,2869725524
1342961341,97217712
1344492095,4144869932
1345896548,2621503414
1345896548,2643833505
1345896548,633659090
1345896548,955398943
1345896548,2130616732
1345896548,907302600
1346837558,2658488871
1349230619,2214787713
1349737346,3653847990
1350285710,3066321838
1350285710,1595241082
1350285710,1824709964
1350285710,1041499194
1350285710,524691289
1350285710,3639467255
1353265512,1679839905
1353265512,220262597
1353596523,3300948291
1354120181,1361307272
1354205322,2645301517
1354205322,675426904
1356079140,152418051
1356079140,4232519602
1356079140,1554701042
1358222118,1803275543
1358222118,537992874
1358236584,1960358461
1368412107,2073609284
1369743769,176471937
1369905557,2766425759
1372630997,20381932
1372842685,1076364848
1374205441,3681696850
1374205441,1838843061
1374205441,4002798045
1374205441,2205661933
1374956141,1421051391
1374956141,88377811
1377253602,2425916002
1377253602,3735036412
1377253602,1704179171
1377585598,2279531372
1386214900,2724377242
1386311924,3725816644
1386311924,3179047450
1386311924,96230245
1392332761,2691509364
1392332761,221202458
1392332761,872605952
1399383819,275352720
1404395751,955398943
1408344828,1255629030
1411780050,2338846344
1414301782,2701433747
1414301782,3466325304
1418885681,1868735086
1418885681,2455869070
1419064403,2846701379
1420338074,2529072432
1421630185,910169576
1422103142,2073609284
1422103142,3950589515
1426944148,828951442
1426944148,3511745359
1427469971,753115138
1433939064,1532377761
1433939064,955398943
1433939064,1536819364
1437617088,2149464820
1437617088,1076364848
1438134738,2146934064
1440749616,1488068589
1440749616,4198728308
1440749616,2806565970
1440749616,3681999765
1444113850,2951987246
1444113850,1042064537
1452056386,1921897790
1452056386,3334994462
1452056386,955398943
1452056386,2529072432
1452633375,1518229543
1459241748,2193156408
1462984861,1068825763
1462984861,4286544397
1463717359,2092805628
1463808662,1490050955
1463808662,327009161
1467007408,735155031
1474775097,2529072432
1476956307,2459337942
1482478167,2498491194
1482478167,2442660214
1484078818,146533907
1486339292,1037510327
1486465606,1076364848
1491636315,1036837546
1493407039,2977827251
1507405031,767550382
1507678209,2633128735
1515828822,4107748684
1515828822,1507640424
1518400220,706344711
1522287705,1389265162
1525918364,955398943
1525918364,1361307272
1525918364,633659090
1525918364,771676713
1528359455,955398943
1531339765,2485271797
1531475209,2973911742
1535643599,2828969498
1536104641,2863056708
1537885461,2341662452
1538685648,2529072432
1539256277,4259189014
1540298318,4125243964
1540524189,2529072432
1541564886,1076364848
1541756008,2930825326
1541756008,3034266247
1543396188,40254649
1543462230,2729245797
1544526064,1528500344
1545906782,1838041662
1548216840,3683968161
1548216840,2595699357
1548216840,318862099
1548216840,1997487607
1548216840,1905807810
1548216840,4231267316
1548216840,544654350
1548590231,965748273
1551848670,3359668121
1553019839,52246840
1553019839,2096635407
1553019839,526418317
1553019839,3565166403
1553019839,902869993
1553019839,4205554879
1553019839,3934491209
1553019839,2770527444
1553019839,2615984474
1554993130,1699561506
1555879260,3901918595
1560565543,2073609284
1566021834,2294124221
1566021834,4223848259
1567057770,3477891691
1567057770,915403718
1567057770,1448086840
1567057770,843570927
1567057770,2372725650
1567057770,98978060
1567970024,2153037761
1568770334,555916900
1571490313,2298346303
1572816023,36941495
1575376083,1892018889
1575376083,1269035551
1577437083,2841724568
1577437083,263253434
1577437083,2145977549
1577437083,3621854275
1577437083,955398943
1577437083,1600413013
1577437083,3276213471
1577437083,3904821261
1579613783,3413747696
1582474481,1488068589
1583577411,938329092
1583772039,86545292
1585175216,1439192677
1586029420,3968299824
1594431230,1816813281
1594431230,952519340
1594431230,1076364848
1595465532,106978589
1595465532,4053956936
1597392855,1600524252
1597392855,3952569238
1597392855,704367100
1597392855,1134365310
1597392855,51684856
1597392855,3943014604
1598750229,1076364848
1601125543,1387775604
1610329121,1488068589
1610329121,1065552764
1611204256,1426221214
1612038297,2361063319
1612038297,2188977150
1612038297,356211013
1612038297,3505444496
1612038297,490005260
1612038297,1003847016
1614494381,3472930517
1615303306,1205670273
1615303306,843844488
1615336827,2478100190
1615717851,625822979
1619040661,1448086840
1619453117,705007381
1620608449,1532377761
1620608449,955398943
1622015724,3643004825
1622015724,2342980834
1622015724,3566580149
1622015724,2344431772
1622366272,1390707377
1625052108,4255445383
1625052108,1635377146
1625052108,1559258260
1625052108,3969985283
1625052108,3206596283
1625116475,990256291
1625116475,2757258727
1625530935,1813763902
1628172447,3581275802
1629404827,741936389
1634011224,1600413013
1637039865,4064214056
1637039865,306958166
1640786388,2153037761
1641960627,514835296
1649320589,2379850649
1651844876,1600413013
1652448351,4201550847
1654935837,480579258
1657497614,3532498989
1662308136,3276213471
1662308136,1926323783
1663149119,4289083730
1665746866,3764273177
1666085128,4203627753
1666288434,2529072432
1667532620,1860569646
1668335332,2396566946
1668862262,1708484785
1669178531,1407801833
1669178531,3849306291
1669178531,3950589515
1669178531,952519340
1669178531,1151525474
1669357187,3798981472
1669357187,767851936
1672939792,480036741
1676582816,3849306291
1679420385,547383999
1679420385,3276213471
1679420385,3841242017
1679420385,1600413013
1679420385,955398943
1680807465,955398943
1696361679,719337372
1696361679,496131340
1696361679,2626540872
1696361679,582672945
1696361679,1205670273
1696361679,3929507420
1697527574,1076364848
1701323236,2663748542
1701323236,462519665
1703562892,2615365977
1703562892,78018780
